model,epoch,train_loss,val_loss,val_miou,val_dice
baseline_b_rgbd,21,0.0718213325313159,0.0946412968302243,0.9216460475796148,0.9580981637302198
baseline_b_rgbd,22,0.0665750037985188,0.0843604898178263,0.92632783870948,0.9597120849709762
baseline_b_rgbd,23,0.0674843483737536,0.09215769784427,0.9189564052381014,0.9555298184093676
baseline_b_rgbd,24,0.0668146561299051,0.0804398949012944,0.9303143667547328,0.962474768099032
baseline_b_rgbd,25,0.0609568571192877,0.0819080970985324,0.928588961300097,0.9607727496247542
baseline_b_rgbd,26,0.0624779818526336,0.115646658808385,0.900670084514116,0.941909073214782
baseline_b_rgbd,27,0.0613517681828566,0.0789786570852524,0.9320767584599948,0.9627133701976976
baseline_b_rgbd,28,0.0645589443828378,0.0640171710891943,0.9468959381705836,0.9721856430957192
baseline_b_rgbd,29,0.0591153647857052,0.088481745094453,0.9253012177191282,0.958257457143382
baseline_b_rgbd,30,0.0608220387782369,0.0936163761407921,0.9202334222040678,0.955630567513014
proposed_vit_fusion,1,0.2495039901563099,0.1865584920895727,0.9300089462807304,0.9630224500831804
proposed_vit_fusion,2,0.1585532839809145,0.1427268374123071,0.9290507059348256,0.9625743062872636
proposed_vit_fusion,3,0.1171081147875104,0.1170917906259235,0.926908381675419,0.961208158417752
proposed_vit_fusion,4,0.094761871099472,0.1032901937632184,0.933794976849305,0.96520670777873
proposed_vit_fusion,5,0.0800143762784344,0.1034387620656113,0.920117249614314,0.9573970672331358
proposed_vit_fusion,6,0.0734866946509906,0.0907392474381547,0.9258558138420708,0.960687130689621
proposed_vit_fusion,7,0.060550037750176,0.0832389871540822,0.9367218221488752,0.9668178636776772
proposed_vit_fusion,8,0.0528964565907205,0.0846891317908701,0.9331361823960356,0.9648845650647816
proposed_vit_fusion,9,0.0467979921932731,0.0779815523051901,0.9379883737940538,0.9674926008048812
proposed_vit_fusion,10,0.0434170035059962,0.0828581730786122,0.934280315512105,0.9654618548719508
proposed_vit_fusion,11,0.0419687476115567,0.0873522643784159,0.9318163630209472,0.9641630288801696
proposed_vit_fusion,12,0.0458680593435253,0.11489476038045,0.9181822554061289,0.9564402103424072
proposed_vit_fusion,13,0.0488764940415109,0.0818436684969224,0.9338622485336504,0.9652095609589628
proposed_vit_fusion,14,0.0362114396584885,0.0783117519887654,0.9388025669675124,0.9679002024625476
proposed_vit_fusion,15,0.0327573414998395,0.0814350608148073,0.936082617232674,0.9664504182966132
proposed_vit_fusion,16,0.0298869933187961,0.0836857253391491,0.9358574246105394,0.9662956595420836
proposed_vit_fusion,17,0.0279325253197125,0.0839868793264031,0.9364432394504548,0.9666145412545456
proposed_vit_fusion,18,0.0264556161207812,0.0862383045942375,0.9361777133063266,0.966500062691538
proposed_vit_fusion,19,0.0252681264813457,0.0865140184760093,0.935872052845202,0.9662999165685552
proposed_vit_fusion,20,0.024112487871732,0.0854795236924761,0.9375869929790496,0.9672480790238632
proposed_vit_fusion,21,0.0230517771201474,0.0884804512913289,0.9370134488532418,0.966955387278607
proposed_vit_fusion,22,0.0221084297448396,0.0906763600773717,0.935600952098244,0.9661720191177569
proposed_vit_fusion,23,0.0217167505834783,0.0919384855384889,0.9368694769708734,0.9668243652895876
proposed_vit_fusion,24,0.0212532143348029,0.0890185660437533,0.9377984906497756,0.9673868668706792
proposed_vit_fusion,25,0.02033366953688,0.0914394097696793,0.9374110761441684,0.9671821515811118
proposed_vit_fusion,26,0.0199760461811508,0.0976798069712362,0.9359333781819594,0.9663511655832592
proposed_vit_fusion,27,0.0199206242284604,0.092581366433909,0.9369522254717978,0.966915105518542
proposed_vit_fusion,28,0.0196918024442025,0.0920075836934541,0.9370196555790148,0.9669689928230486
proposed_vit_fusion,29,0.0192143812882048,0.095816693905937,0.9372755430246654,0.9670923571837576
proposed_vit_fusion,30,0.0189171643874474,0.0972841564369829,0.936006558568854,0.9663708162935156
